config_name, const_basicHintCount, const_enableBasicHead, const_enableDense, const_enableHash, const_enableHeadNode, const_enablePrefix, const_hashSimdWidth, const_hashSortUseStdMerge, const_hashUseCrc32, const_hashUseSimd, const_headNode4HintCount, const_headNode8HintCount, const_pageSize, data_name, data_size, data_sorted,          op, payload_size, run_id, ycsb_range_len, ycsb_zipf,  time,    cycle,   instr, L1_miss, LLC_miss, br_miss,    task,       scale,   IPC,   CPU,   GHz 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.495, 501.644, 835.458,   5.955,    0.999,   1.760, 99.079, 5000000.000, 1.665, 1.000, 5.063 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 0.571, 1015.728, 767.090,  14.930,    5.396,   7.164, 198.788, 2875000.000, 0.755, 1.000, 5.110 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.463, 478.181, 654.833,   4.312,    0.772,   3.313, 92.616, 5000000.000, 1.369, 1.000, 5.163 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.629, 4434.399, 1499.563,  33.518,   18.569,  12.195, 876.170, 3000000.000, 0.338, 1.000, 5.061 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.613, 616.079, 1098.002,   9.215,    1.683,   1.924, 122.675, 5000000.000, 1.782, 1.000, 5.022 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.486, 4191.601, 1397.574,  29.943,   16.601,  12.226, 828.486, 3000000.000, 0.333, 1.000, 5.059 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.623, 625.542, 1197.658,   8.065,    1.553,   1.893, 124.581, 5000000.000, 1.915, 1.000, 5.021 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 0.782, 1405.859, 574.929,   8.758,    4.299,   0.438, 272.064, 2875000.000, 0.409, 1.000, 5.167 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.182, 186.831, 165.109,   1.744,    0.454,   0.055, 36.445, 5000000.000, 0.884, 1.000, 5.126 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 1.562, 2745.244, 1111.084,  24.759,   13.163,  11.758, 542.951, 2875000.000, 0.405, 0.999, 5.056 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.650, 652.786, 731.446,   5.937,    1.611,   3.696, 129.899, 5000000.000, 1.120, 1.000, 5.025 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 0.957, 1714.668, 575.067,  10.744,    5.453,   0.420, 332.945, 2875000.000, 0.335, 1.000, 5.150 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.147, 149.373, 165.096,   1.779,    0.475,   0.054, 29.460, 5000000.000, 1.105, 1.000, 5.070 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 1.647, 2896.811, 930.111,  22.724,   12.370,  12.392, 572.974, 2875000.000, 0.321, 1.000, 5.056 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.753, 756.486, 710.863,   8.069,    2.193,   4.098, 150.502, 5000000.000, 0.940, 1.000, 5.026 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 0.668, 1185.109, 768.211,  14.502,    5.168,   7.195, 231.778, 2875000.000, 0.648, 0.998, 5.113 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 0.803, 827.428, 1778.053,   3.705,    0.887,   3.921, 160.636, 5000000.000, 2.149, 1.000, 5.151 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 0.919, 1602.675, 578.163,  10.275,    5.053,   0.426, 319.537, 2875000.000, 0.361, 1.000, 5.016 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.096, 1101.869, 1589.254,   8.481,    2.460,   3.935, 219.276, 5000000.000, 1.442, 1.000, 5.025 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.859, 3258.242, 931.198,  23.736,   13.522,  12.411, 646.555, 2875000.000, 0.286, 1.000, 5.039 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.446, 1451.611, 2069.104,   9.814,    2.966,   4.802, 289.256, 5000000.000, 1.425, 1.000, 5.018 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 1.878, 3359.647, 1503.111,  23.896,   12.951,  11.872, 653.062, 2875000.000, 0.447, 1.000, 5.144 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.786, 808.891, 886.138,   7.568,    1.870,   3.875, 157.194, 5000000.000, 1.095, 1.000, 5.146 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.699, 3039.859, 1111.074,  25.167,   13.324,  11.760, 590.981, 2875000.000, 0.366, 1.000, 5.144 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.910, 1962.123, 2172.399,  12.264,    6.953,   4.782, 381.710, 5000000.000, 1.107, 0.999, 5.140 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.116, 3696.488, 1212.878,  26.247,   15.334,  13.086, 735.943, 2875000.000, 0.328, 1.000, 5.023 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.904, 909.093, 858.017,   7.940,    2.073,   4.074, 180.863, 5000000.000, 0.944, 1.000, 5.026 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.664, 4766.248, 1496.512,  33.668,   18.440,  12.124, 926.662, 2875000.000, 0.314, 1.000, 5.143 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.038, 1066.391, 1132.353,  11.737,    3.152,   4.374, 207.585, 5000000.000, 1.062, 1.000, 5.137 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 3.921, 6720.837, 1466.157, 114.536,   70.925,  12.956, 1306.798, 3000000.000, 0.218, 1.000, 5.143 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.780, 801.059, 1001.728,  13.267,    2.254,   1.974, 156.003, 5000000.000, 1.251, 1.000, 5.135 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.541, 4435.413, 1400.870,  31.855,   16.409,  12.187, 883.642, 2875000.000, 0.316, 1.000, 5.019 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.964, 972.263, 1198.662,   8.738,    2.297,   4.447, 192.822, 5000000.000, 1.233, 1.000, 5.042 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.946, 5047.866, 927.398, 113.884,   67.853,  12.146, 981.182, 3000000.000, 0.184, 0.999, 5.145 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.458, 468.125, 499.532,   7.373,    1.870,   1.889, 91.608, 5000000.000, 1.067, 0.999, 5.110 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.764, 3078.684, 1504.026,  23.107,   12.712,  11.808, 613.557, 2875000.000, 0.489, 1.000, 5.018 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.700, 1705.303, 2321.092,  11.609,    3.801,   4.971, 339.899, 5000000.000, 1.361, 1.000, 5.017 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 0.142, 235.117, 370.957,   6.948,    0.940,   2.285, 47.436, 3000000.000, 1.578, 1.000, 4.956 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.167, 165.865, 299.660,   1.174,    0.210,   0.857, 33.422, 5000000.000, 1.807, 1.000, 4.963 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.070, 1912.442, 576.122,  10.959,    5.161,   0.428, 372.247, 2875000.000, 0.301, 1.000, 5.138 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.266, 1296.820, 1589.103,   8.799,    2.674,   3.844, 253.109, 5000000.000, 1.225, 1.000, 5.124 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.952, 5053.654, 1051.970, 102.779,   54.468,  10.553, 983.584, 3000000.000, 0.208, 0.999, 5.138 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.408, 417.954, 540.271,   3.045,    0.592,   1.587, 81.687, 5000000.000, 1.293, 1.000, 5.117 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.456, 4097.381, 1077.645, 101.670,   50.270,  10.786, 817.914, 3000000.000, 0.263, 0.999, 5.010 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.417, 412.846, 567.332,   3.460,    0.716,   1.667, 83.384, 5000000.000, 1.374, 1.000, 4.951 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 2.734, 4785.486, 1497.582,  33.783,   18.712,  12.372, 950.988, 2875000.000, 0.313, 1.000, 5.032 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.785, 1773.306, 2159.100,  14.021,    3.743,   4.800, 357.010, 5000000.000, 1.218, 1.000, 4.967 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 3.338, 5570.415, 1923.794,  45.595,   31.053,  13.680, 1112.400, 3000000.000, 0.345, 1.000, 5.008 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.471, 467.337, 699.015,   8.287,    1.545,   1.642, 94.115, 5000000.000, 1.496, 1.000, 4.966 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 2.802, 4904.157, 1402.129,  30.816,   17.302,  12.269, 974.518, 2875000.000, 0.286, 1.000, 5.032 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.873, 1861.204, 2494.794,  12.958,    3.493,   4.769, 374.650, 5000000.000, 1.340, 1.000, 4.968 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 0.822, 1405.069, 526.197,   7.576,    3.099,   0.165, 273.867, 3000000.000, 0.374, 1.000, 5.130 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.126, 129.153, 139.033,   1.274,    0.275,   0.000, 25.193, 5000000.000, 1.076, 1.000, 5.127 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 3.986, 7115.827, 1464.348, 115.200,   76.963,  12.824, 1386.092, 2875000.000, 0.206, 1.000, 5.134 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.298, 1333.721, 1016.567,  20.860,    7.325,   4.327, 259.613, 5000000.000, 0.762, 1.000, 5.137 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 2.332, 4166.082, 1213.917,  27.181,   15.305,  13.354, 811.053, 2875000.000, 0.291, 1.000, 5.137 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 3.122, 3205.679, 2371.806,  15.160,    7.662,   4.891, 624.422, 5000000.000, 0.740, 1.000, 5.134 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.587, 4486.746, 1049.115, 100.415,   57.326,  10.589, 899.803, 2875000.000, 0.234, 1.000, 4.986 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.896, 905.041, 564.043,   9.852,    4.237,   3.199, 178.201, 5000000.000, 0.623, 0.994, 5.079 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.944, 5255.975, 924.517, 112.238,   68.307,  12.223, 1023.832, 2875000.000, 0.176, 1.000, 5.134 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.061, 1098.006, 530.250,  13.997,    6.191,   3.803, 212.105, 5000000.000, 0.483, 1.000, 5.177 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 0.210, 375.121, 443.015,  14.674,    2.103,   3.540, 72.990, 2875000.000, 1.181, 1.000, 5.139 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.226, 233.446, 326.660,   1.231,    0.152,   2.073, 45.138, 5000000.000, 1.399, 1.000, 5.172 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.799, 4773.226, 783.926,  46.413,   33.328,  11.938, 930.508, 3000000.000, 0.164, 0.997, 5.130 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.440, 440.258, 495.059,   5.782,    1.131,   1.867, 87.882, 5000000.000, 1.124, 0.998, 5.010 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 3.202, 5621.541, 1050.389, 100.146,   58.834,  10.585, 1113.526, 2875000.000, 0.187, 1.000, 5.048 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 1.422, 1434.787, 1496.529,  12.499,    5.743,   4.143, 284.288, 5000000.000, 1.043, 1.000, 5.047 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.664, 4512.209, 917.503,  34.499,   26.155,   9.665, 888.048, 3000000.000, 0.203, 1.000, 5.081 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.416, 406.131, 564.565,   2.698,    0.565,   1.457, 83.206, 5000000.000, 1.390, 1.000, 4.881 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 3.176, 5710.766, 1922.490,  44.585,   28.877,  13.820, 1104.494, 2875000.000, 0.337, 1.000, 5.170 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.133, 1126.497, 1143.472,  22.572,    5.023,   4.314, 226.472, 5000000.000, 1.015, 0.999, 4.974 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 2.101, 3617.828, 1474.589,  25.219,   17.347,   9.832, 700.155, 3000000.000, 0.408, 1.000, 5.167 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.476, 474.670, 594.753,   5.041,    0.849,   1.321, 95.235, 5000000.000, 1.253, 1.000, 4.984 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 5.454, 9159.920, 1388.814, 125.936,   81.330,  12.672, 1818.032, 3000000.000, 0.152, 1.000, 5.038 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.797, 781.426, 1052.108,  12.962,    2.374,   1.966, 159.442, 5000000.000, 1.346, 1.000, 4.901 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 1.158, 2008.120, 577.260,   9.613,    4.853,   0.406, 402.815, 2875000.000, 0.287, 1.000, 4.985 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 0.245, 240.508, 165.192,   1.516,    0.416,   0.055, 49.050, 5000000.000, 0.687, 1.000, 4.903 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 3.804, 6663.029, 926.180, 110.882,   68.577,  12.359, 1320.122, 2875000.000, 0.139, 0.998, 5.047 
