config_name, const_basicHintCount, const_enableBasicHead, const_enableDense, const_enableHash, const_enableHeadNode, const_enablePrefix, const_hashSimdWidth, const_hashSortUseStdMerge, const_hashUseCrc32, const_hashUseSimd, const_headNode4HintCount, const_headNode8HintCount, const_pageSize, data_name, data_size, data_sorted,          op, payload_size, run_id, ycsb_range_len, ycsb_zipf,  time,    cycle,   instr, L1_miss, LLC_miss, br_miss,    task,       scale,   IPC,   CPU,   GHz 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 6.212, 6336.442, 1244.856,  28.908,   18.102,  13.462, 1239.157, 5000000.000, 0.196, 0.997, 5.114 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 3.543, 597.528, 837.387,   7.051,    1.321,   1.965, 117.973, 30000000.000, 1.401, 0.999, 5.065 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 6.726, 6984.070, 1534.065,  36.152,   21.874,  12.764, 1344.423, 5000000.000, 0.220, 0.999, 5.195 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 3.734, 622.464, 1138.858,   8.680,    1.708,   1.876, 124.338, 30000000.000, 1.830, 0.999, 5.006 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 6.470, 6720.291, 1434.671,  32.387,   19.747,  12.804, 1293.886, 5000000.000, 0.213, 1.000, 5.194 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 3.862, 624.688, 1202.710,   8.507,    1.537,   1.810, 122.669, 30000000.000, 1.925, 0.953, 5.092 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.479, 2984.037, 635.292,  10.883,    6.088,   1.359, 581.728, 4250000.000, 0.213, 0.997, 5.130 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.623, 277.655, 187.428,   1.966,    0.525,   0.561, 54.054, 30000000.000, 0.675, 0.999, 5.137 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.423, 2915.877, 635.303,  10.542,    5.914,   1.385, 567.585, 4250000.000, 0.218, 0.995, 5.137 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.689, 287.860, 187.414,   2.318,    0.592,   0.554, 56.285, 30000000.000, 0.651, 1.000, 5.114 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 7.158, 7347.383, 1503.687, 116.538,   78.132,  13.400, 1431.270, 5000000.000, 0.205, 1.000, 5.133 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 4.529, 769.881, 1007.244,  14.948,    2.856,   1.911, 150.959, 30000000.000, 1.308, 1.000, 5.100 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 3.494, 4114.189, 1126.269,  27.749,   15.664,  11.963, 804.094, 4250000.000, 0.274, 0.978, 5.117 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 4.008, 664.027, 739.681,   6.888,    1.934,   3.733, 133.564, 30000000.000, 1.114, 1.000, 4.972 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 3.613, 4356.519, 1567.476,  25.254,   14.319,  12.286, 847.697, 4250000.000, 0.360, 0.997, 5.139 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 4.113, 692.774, 903.369,   7.380,    1.787,   3.972, 137.102, 30000000.000, 1.304, 1.000, 5.053 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 5.203, 5238.121, 944.399, 114.101,   71.952,  12.335, 1039.588, 5000000.000, 0.180, 0.999, 5.039 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 2.355, 383.797, 503.505,   6.390,    1.458,   1.790, 78.490, 30000000.000, 1.312, 1.000, 4.890 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.479, 2949.978, 916.769,  20.602,   10.997,  10.199, 583.360, 4250000.000, 0.311, 1.000, 5.057 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 3.832, 630.138, 691.384,   6.330,    1.462,   3.785, 127.724, 30000000.000, 1.097, 1.000, 4.934 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 4.147, 4218.993, 1069.838, 103.026,   53.464,  10.894, 827.596, 5000000.000, 0.254, 0.998, 5.098 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 2.491, 414.949, 522.820,   4.094,    0.797,   1.688, 83.034, 30000000.000, 1.260, 1.000, 4.997 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 3.890, 4606.335, 1251.928,  28.130,   16.728,  13.362, 911.518, 4250000.000, 0.272, 0.996, 5.053 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 5.526, 908.112, 870.332,   9.107,    2.342,   4.279, 184.199, 30000000.000, 0.958, 1.000, 4.930 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 3.454, 4105.256, 969.265,  25.389,   14.972,  12.287, 812.556, 4250000.000, 0.236, 1.000, 5.052 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 5.865, 963.131, 741.129,   8.647,    2.241,   4.263, 195.488, 30000000.000, 0.769, 1.000, 4.927 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 4.347, 5166.458, 1433.810,  33.517,   18.606,  12.271, 1021.847, 4250000.000, 0.278, 0.999, 5.056 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 7.139, 1175.429, 1232.277,  12.090,    3.082,   4.446, 237.931, 30000000.000, 1.048, 1.000, 4.940 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 2.479, 2945.282, 917.742,  20.694,   11.309,  10.369, 583.114, 4250000.000, 0.312, 1.000, 5.051 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 7.533, 1240.736, 1842.078,   5.544,    2.016,   3.463, 251.023, 30000000.000, 1.485, 1.000, 4.943 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 4.729, 5666.259, 1522.311,  34.920,   20.373,  12.683, 1106.669, 4250000.000, 0.269, 0.994, 5.120 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 6.616, 1112.539, 1164.436,  13.523,    4.082,   4.555, 220.521, 30000000.000, 1.047, 1.000, 5.045 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 2.172, 2612.996, 636.089,  11.636,    6.084,   1.395, 510.890, 4250000.000, 0.243, 1.000, 5.115 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 8.055, 1356.728, 2023.931,   6.175,    2.457,   3.104, 268.469, 30000000.000, 1.492, 1.000, 5.054 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 0.197, 198.056, 377.189,   6.331,    0.576,   2.608, 39.490, 5000000.000, 1.904, 1.000, 5.015 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.895, 149.404, 302.525,   0.602,    0.064,   1.267, 29.826, 30000000.000, 2.025, 1.000, 5.009 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 5.834, 5878.894, 1951.325,  51.028,   32.703,  14.414, 1166.389, 5000000.000, 0.332, 1.000, 5.040 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 3.183, 540.837, 688.074,   8.319,    1.947,   1.758, 106.091, 30000000.000, 1.272, 1.000, 5.098 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 5.551, 5641.883, 1095.574,  99.640,   67.222,  11.053, 1109.977, 5000000.000, 0.194, 1.000, 5.083 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 2.378, 402.684, 549.012,   3.157,    0.582,   1.620, 79.258, 30000000.000, 1.363, 1.000, 5.081 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 1.578, 1601.454, 522.299,   8.038,    3.757,   0.166, 315.422, 5000000.000, 0.326, 1.000, 5.077 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.769, 127.106, 137.040,   1.091,    0.245,   0.000, 25.163, 30000000.000, 1.078, 0.981, 5.051 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.821, 2147.372, 635.945,  11.580,    5.492,   1.400, 428.401, 4250000.000, 0.296, 1.000, 5.013 
        art,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 9.871, 1669.081, 2023.466,   6.505,    2.500,   3.163, 328.977, 30000000.000, 1.212, 1.000, 5.074 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 3.937, 4670.278, 1434.669,  33.905,   18.847,  12.274, 926.119, 4250000.000, 0.307, 1.000, 5.043 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 10.226, 1729.085, 2439.647,   8.032,    3.259,   3.742, 340.858, 30000000.000, 1.411, 1.000, 5.073 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 2.923, 3372.829, 1568.210,  26.806,   14.371,  12.636, 687.682, 4250000.000, 0.465, 1.000, 4.905 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 9.472, 1574.665, 2097.039,   6.421,    2.621,   3.804, 315.707, 30000000.000, 1.332, 1.000, 4.988 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 4.432, 5278.096, 1059.426, 101.017,   60.060,  11.074, 1042.665, 4250000.000, 0.201, 1.000, 5.062 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 6.531, 1109.269, 572.299,  10.542,    4.818,   3.255, 217.683, 30000000.000, 0.516, 1.000, 5.096 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 5.616, 6566.702, 933.897, 109.553,   76.000,  12.966, 1320.579, 4250000.000, 0.142, 0.999, 4.973 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 5.786, 966.275, 538.338,  13.809,    6.159,   3.882, 192.854, 30000000.000, 0.557, 1.000, 5.010 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 4.368, 5047.149, 1523.107,  38.225,   21.974,  12.914, 1027.844, 4250000.000, 0.302, 1.000, 4.910 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 11.138, 1859.688, 2788.588,   8.304,    4.061,   3.764, 371.261, 30000000.000, 1.499, 1.000, 5.009 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 7.109, 8443.592, 1494.481, 120.481,   72.467,  13.421, 1672.549, 4250000.000, 0.177, 1.000, 5.048 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 10.825, 1843.815, 1043.905,  23.405,    7.555,   4.343, 360.806, 30000000.000, 0.566, 1.000, 5.110 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 3.155, 3767.491, 1127.931,  31.353,   20.148,  11.997, 741.962, 4250000.000, 0.299, 1.000, 5.078 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 15.806, 2641.242, 2345.721,  11.466,    7.174,   3.884, 526.190, 30000000.000, 0.888, 0.999, 5.020 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 3.190, 3780.907, 970.249,  26.521,   15.533,  12.407, 750.317, 4250000.000, 0.257, 1.000, 5.039 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 16.095, 2728.391, 2068.089,  11.708,    7.135,   3.821, 536.308, 30000000.000, 0.758, 1.000, 5.087 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 5.531, 6545.172, 934.257, 111.735,   74.362,  12.804, 1300.788, 4250000.000, 0.143, 0.999, 5.032 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 8.319, 1418.770, 1516.332,  11.298,    6.678,   3.492, 277.265, 30000000.000, 1.069, 1.000, 5.117 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 4.120, 4930.918, 1060.278,  98.075,   67.582,  11.079, 969.289, 4250000.000, 0.215, 1.000, 5.087 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 7.320, 1252.334, 1546.829,   8.700,    5.216,   3.290, 243.952, 30000000.000, 1.235, 1.000, 5.134 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 4.371, 4424.557, 792.405,  46.272,   33.676,  11.799, 873.210, 5000000.000, 0.179, 0.999, 5.067 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 2.545, 429.608, 520.473,   5.654,    1.098,   1.755, 84.591, 30000000.000, 1.212, 0.997, 5.079 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 11.866, 12117.181, 1429.861, 133.076,   83.801,  13.426, 2372.923, 5000000.000, 0.118, 1.000, 5.106 
     prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 4.509, 766.558, 1078.555,  13.756,    2.157,   1.858, 150.274, 30000000.000, 1.407, 1.000, 5.101 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 3.647, 3692.547, 926.920,  35.621,   27.249,   9.672, 729.434, 5000000.000, 0.251, 1.000, 5.062 
      inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 2.409, 400.878, 524.963,   2.494,    0.463,   1.411, 80.293, 30000000.000, 1.310, 1.000, 4.993 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 1.118, 1347.258, 692.287,  39.033,   15.872,   6.205, 263.145, 4250000.000, 0.514, 1.000, 5.120 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.756, 295.311, 434.367,   2.305,    0.345,   2.372, 58.533, 30000000.000, 1.471, 1.000, 5.045 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 3.215, 3767.421, 1252.624,  29.269,   16.638,  13.821, 756.512, 4250000.000, 0.332, 1.000, 4.980 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   5000000,           0, ycsb_e,            0,      1,             20,  1.500000, 22.123, 3722.760, 2569.724,  13.430,    7.830,   4.078, 736.818, 30000000.000, 0.690, 0.999, 5.052 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 7.698, 7884.394, 1396.442,  63.468,   40.229,  13.179, 1535.784, 5000000.000, 0.177, 0.998, 5.134 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 4.282, 725.781, 995.161,  10.752,    1.973,   1.951, 142.680, 30000000.000, 1.371, 1.000, 5.087 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 3.464, 3467.199, 1485.047,  25.706,   17.938,  10.034, 692.591, 5000000.000, 0.428, 1.000, 5.006 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,           4096,       int,   5000000,           0, ycsb_c,            0,      1,             20,  1.500000, 2.951, 490.423, 610.395,   4.429,    0.869,   1.446, 97.696, 30000000.000, 1.245, 0.993, 5.020 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   5000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 5.610, 6782.768, 1922.156,  48.490,   34.824,  14.432, 1319.790, 4250000.000, 0.283, 1.000, 5.139 
