config_name, const_basicHintCount, const_enableBasicHead, const_enableDense, const_enableHash, const_enableHeadNode, const_enablePrefix, const_hashSimdWidth, const_hashSortUseStdMerge, const_hashUseCrc32, const_hashUseSimd, const_headNode4HintCount, const_headNode8HintCount, const_pageSize, data_name, data_size, data_sorted,          op, payload_size, run_id, ycsb_range_len, ycsb_zipf,  time,    cycle,   instr, L1_miss, LLC_miss, br_miss,    task,       scale,   IPC,   CPU,   GHz 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.394, 4489.380, 1494.082,  33.754,   18.459,  12.147, 870.547, 2750000.000, 0.333, 1.000, 5.157 
   baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 2.007, 1016.266, 1133.158,  12.995,    3.414,   4.401, 200.670, 10000000.000, 1.115, 1.000, 5.064 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d_init,            0,      1,             20,  1.500000, 2.113, 3884.588, 1217.586,  27.905,   15.721,  13.484, 768.503, 2750000.000, 0.313, 1.000, 5.055 
      hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_d,            0,      1,             20,  1.500000, 1.947, 965.274, 858.194,  10.705,    3.176,   4.117, 194.706, 10000000.000, 0.889, 1.000, 4.958 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.866, 3513.430, 1524.485,  24.200,   13.473,  11.586, 678.514, 2750000.000, 0.434, 1.000, 5.178 
       hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 3.169, 1611.299, 2086.909,  15.064,    4.329,   5.491, 316.916, 10000000.000, 1.295, 1.000, 5.084 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e_init,            0,      1,             20,  1.500000, 1.598, 2949.326, 935.026,  23.542,   13.282,  12.057, 580.976, 2750000.000, 0.317, 1.000, 5.077 
      heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,            512,       int,   3000000,           0, ycsb_e,            0,      1,             20,  1.500000, 3.374, 1681.315, 2018.931,  15.437,    4.954,   5.694, 337.330, 10000000.000, 1.201, 1.000, 4.984 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c_init,            0,      1,             20,  1.500000, 0.121, 203.455, 370.948,   5.945,    0.322,   2.270, 40.472, 3000000.000, 1.823, 1.000, 5.027 
      dense,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,          16384,       int,   3000000,           0, ycsb_c,            0,      1,             20,  1.500000, 0.363, 182.616, 299.665,   0.653,    0.120,   0.855, 36.188, 10000000.000, 1.641, 0.998, 5.046 
